contract_number,Date Signed,Vendor Name,Award Amount
C-115039,06/05/2017,Marina Holdings,"$4,853,170"
C-298393,04/01/2010,Island Builders,"$205,246"
C-647490,"Jun 09, 2017",Bajos LLC,"$5,965,938"
C-307846,10/31/2011,Global Supply,"$7,483,091"
C-283809,2015-06-03,Servicios Unidos,"$4,279,002"
C-581496,2018-04-22,Servicios Unidos,"$2,194,908"
C-010573,2011-01-24,Tech Solutions,"$7,157,904"
C-515763,"Nov 17, 2013",Bajos LLC,"$7,483,206"
C-914713,"Dec 04, 2019",Servicios Unidos,"$3,180,762"
C-613065,07/24/2018,Servicios Unidos,"$2,406,256"
C-182695,"May 18, 2018",Universal Contractors,"$9,822,586"
C-080427,03/09/2015,Global Supply,"$1,599,911"
C-825126,"Apr 07, 2018",Universal Contractors,"$3,888,809"
C-406080,09/03/2018,Tech Solutions,"$4,546,081"
C-890890,11/02/2013,Island Builders,"$9,212,004"
C-301669,07/19/2014,Acme Corp,"$5,131,301"
C-854688,12/25/2019,Servicios Unidos,"$3,236,906"
C-525473,"May 12, 2012",Island Builders,"$2,163,856"
C-097877,10/06/2014,Acme Corp,"$6,266,370"
C-687984,10/25/2014,Global Supply,"$6,268,583"
C-437731,"Mar 12, 2012",Universal Contractors,"$4,839,446"
C-346403,2017-01-08,Bajos LLC,"$7,766,324"
C-243228,01/22/2017,Island Builders,"$4,365,559"
C-650320,06/28/2011,Global Supply,"$8,490,745"
C-297100,"May 23, 2016",Global Supply,"$748,445"
C-630304,07/19/2015,Marina Holdings,"$6,338,987"
C-520693,01/21/2013,Construcciones PR,"$8,295,932"
C-312891,2015-10-22,Island Builders,"$9,444,337"
C-454493,"Jul 24, 2014",Universal Contractors,"$8,184,812"
C-123245,03/12/2013,Marina Holdings,"$8,526,761"
C-916269,"Feb 08, 2011",Marina Holdings,"$7,912,366"
C-180324,03/30/2016,Marina Holdings,"$2,368,575"
C-897466,01/30/2010,Universal Contractors,"$3,063,029"
C-841697,"Feb 08, 2015",Construcciones PR,"$4,357,865"
C-108595,2018-01-08,Universal Contractors,"$6,070,197"
C-986428,05/10/2018,Universal Contractors,"$8,646,952"
C-664438,03/18/2014,Tech Solutions,"$9,201,087"
C-655303,"Jul 09, 2013",Construcciones PR,"$7,379,451"
C-599839,2015-11-24,Marina Holdings,"$6,483,954"
C-787876,2014-01-31,Tech Solutions,"$5,808,471"
C-829583,05/05/2011,Global Supply,"$8,459,310"
C-036076,"Jan 21, 2019",Servicios Unidos,"$3,952,518"
C-565404,09/12/2011,Marina Holdings,"$8,366,194"
C-621809,"Oct 18, 2019",Servicios Unidos,"$6,485,207"
C-099524,"Oct 09, 2013",Island Builders,"$7,453,527"
C-652855,2017-01-30,Island Builders,"$7,877,137"
C-003973,2016-07-20,Servicios Unidos,"$6,691,330"
C-374705,"Dec 15, 2013",Bajos LLC,"$5,149,102"
C-648910,09/14/2017,Construcciones PR,"$5,653,782"
C-495211,2017-08-17,Global Supply,"$6,450,976"
C-947072,"Nov 17, 2017",Marina Holdings,"$234,940"
C-956989,05/28/2017,Tech Solutions,"$5,699,274"
C-167933,"May 18, 2014",Construcciones PR,"$5,269,238"
C-519572,05/01/2013,Acme Corp,"$7,155,777"
C-484594,"Dec 07, 2010",Marina Holdings,"$1,575,745"
C-176216,"Sep 02, 2017",Servicios Unidos,"$3,632,341"
C-139224,08/24/2019,Global Supply,"$3,684,770"
C-323307,2015-12-21,Tech Solutions,"$3,734,152"
C-696101,2015-04-18,Servicios Unidos,"$9,891,663"
C-482056,12/13/2014,Global Supply,"$7,549,502"
C-732963,"Mar 29, 2010",Universal Contractors,"$4,108,291"
C-225172,2012-03-25,Island Builders,"$5,677,864"
C-029294,"Oct 15, 2016",Global Supply,"$3,836,370"
C-560141,"Jan 18, 2015",Acme Corp,"$9,649,046"
C-446870,"Jun 27, 2018",Island Builders,"$8,532,149"
C-315535,"Jan 27, 2011",Marina Holdings,"$6,966,065"
C-232109,11/03/2015,Servicios Unidos,"$9,338,215"
C-933739,2019-04-24,Marina Holdings,"$717,844"
C-181618,09/23/2010,Servicios Unidos,"$7,937,947"
C-165172,04/28/2016,Global Supply,"$838,666"
C-143243,2019-05-02,Universal Contractors,"$1,804,014"
C-122392,"Jun 10, 2010",Island Builders,"$9,793,671"
C-547729,11/03/2011,Construcciones PR,"$5,841,328"
C-647878,2019-03-22,Global Supply,"$5,524,626"
C-340785,2013-12-01,Acme Corp,"$2,479,097"
C-818408,2010-12-27,Global Supply,"$941,525"
C-141168,10/11/2019,Construcciones PR,"$940,863"
C-524775,01/03/2013,Marina Holdings,"$9,714,871"
C-909744,"Feb 27, 2015",Servicios Unidos,"$4,929,136"
C-299705,10/27/2011,Bajos LLC,"$9,239,069"
C-981655,01/28/2017,Tech Solutions,"$146,364"
C-596846,"Nov 29, 2013",Tech Solutions,"$36,746"
C-004341,10/07/2010,Construcciones PR,"$6,820,992"
C-618817,2016-07-11,Bajos LLC,"$4,900,156"
C-546298,2018-04-12,Tech Solutions,"$5,630,074"
C-898455,"Jun 13, 2019",Island Builders,"$6,938,537"
C-017976,08/10/2016,Island Builders,"$8,941,677"
C-936183,"May 21, 2013",Island Builders,"$8,903,338"
C-184152,2018-05-03,Servicios Unidos,"$2,263,017"
C-751169,"Jun 02, 2012",Tech Solutions,"$3,494,328"
C-601824,08/16/2015,Construcciones PR,"$6,021,336"
C-662837,06/05/2018,Servicios Unidos,"$5,430,437"
C-627719,2017-04-05,Bajos LLC,"$6,056,121"
C-499757,2011-04-07,Island Builders,"$835,106"
C-509446,2012-01-20,Acme Corp,"$7,684,519"
C-357134,"Feb 18, 2018",Global Supply,"$5,081,953"
C-580551,"May 20, 2018",Island Builders,"$2,617,534"
C-114485,"Mar 29, 2013",Tech Solutions,"$8,752,990"
C-333869,"Jan 18, 2014",Marina Holdings,"$5,644,840"
C-003931,11/07/2017,Tech Solutions,"$1,338,038"
C-528501,2018-08-07,Bajos LLC,"$5,668,430"
C-344377,08/31/2015,Bajos LLC,"$7,521,779"
C-073176,"Apr 12, 2014",Servicios Unidos,"$166,482"
C-295181,"Nov 25, 2016",Acme Corp,"$8,069,237"
C-457617,"Jul 28, 2017",Servicios Unidos,"$2,537,022"
C-269069,2017-11-30,Marina Holdings,"$3,086,812"
C-026276,"Jun 06, 2015",Acme Corp,"$9,584,602"
C-429302,"Oct 31, 2016",Universal Contractors,"$2,015,697"
C-687816,"Mar 12, 2016",Marina Holdings,"$2,305,863"
C-688443,"Feb 15, 2015",Universal Contractors,"$5,117,491"
C-896661,"Mar 27, 2012",Construcciones PR,"$8,422,121"
C-879683,03/12/2019,Island Builders,"$9,786,515"
C-802768,02/01/2014,Universal Contractors,"$9,991,028"
C-572753,"Nov 23, 2013",Island Builders,"$6,633,478"
C-233672,"Nov 28, 2017",Universal Contractors,"$4,219,321"
C-620752,10/08/2011,Tech Solutions,"$74,360"
C-309819,2016-02-01,Construcciones PR,"$5,889,705"
C-629264,02/06/2015,Acme Corp,"$727,104"
C-712352,06/11/2011,Marina Holdings,"$9,578,569"
C-615612,11/14/2012,Acme Corp,"$4,523,146"
C-715406,02/02/2016,Marina Holdings,"$1,035,739"
C-161982,09/11/2012,Marina Holdings,"$2,537,669"
C-929252,"Dec 01, 2018",Bajos LLC,"$6,135,664"
C-403832,2017-08-02,Global Supply,"$1,509,213"
C-535530,02/20/2012,Bajos LLC,"$4,795,737"
C-180076,08/12/2017,Bajos LLC,"$2,286,854"
C-258240,2011-04-02,Universal Contractors,"$4,354,160"
C-400511,"May 30, 2013",Global Supply,"$1,825,736"
C-038528,10/27/2013,Island Builders,"$8,491,609"
C-705897,07/07/2011,Acme Corp,"$5,306,607"
C-865777,"Feb 08, 2019",Island Builders,"$676,992"
C-507792,"Jan 08, 2016",Global Supply,"$4,656,171"
C-955013,03/27/2012,Bajos LLC,"$4,352,730"
C-945398,"Sep 03, 2016",Bajos LLC,"$182,117"
C-318209,"Dec 14, 2018",Marina Holdings,"$8,327,306"
C-699358,03/22/2016,Servicios Unidos,"$4,442,304"
C-371443,"Mar 25, 2019",Marina Holdings,"$4,397,421"
C-347364,"Feb 23, 2011",Global Supply,"$967,216"
C-941519,07/14/2016,Servicios Unidos,"$8,520,037"
C-233440,"Nov 15, 2011",Construcciones PR,"$2,573,611"
C-530134,"Jan 28, 2012",Global Supply,"$2,574,042"
C-094199,"Jan 02, 2018",Bajos LLC,"$1,602,438"
C-326009,2011-04-15,Acme Corp,"$9,877,628"
C-392966,"Nov 17, 2014",Acme Corp,"$2,706,089"
C-692247,04/04/2013,Global Supply,"$1,567,150"
C-115536,"Jul 14, 2014",Construcciones PR,"$2,715,026"
C-891055,"Feb 27, 2017",Bajos LLC,"$4,390,223"
C-356878,"Jul 10, 2013",Universal Contractors,"$7,789,845"
C-063436,"Sep 02, 2012",Servicios Unidos,"$8,572,513"
C-720841,02/16/2018,Global Supply,"$3,018,758"
C-045317,"Jan 08, 2019",Servicios Unidos,"$9,612,081"
C-414182,2014-08-02,Marina Holdings,"$1,124,506"
C-586565,"Jul 06, 2019",Universal Contractors,"$1,933,864"
C-234874,"Feb 02, 2018",Island Builders,"$9,886,053"
C-927113,"Oct 25, 2011",Island Builders,"$8,784,461"
C-517508,"May 25, 2013",Marina Holdings,"$7,650,568"
C-609305,2017-01-19,Acme Corp,"$6,717,531"
C-933709,10/19/2018,Bajos LLC,"$1,725,706"
C-152725,"Jan 30, 2012",Global Supply,"$2,438,853"
C-168053,11/15/2019,Marina Holdings,"$7,693,787"
C-416129,12/18/2016,Island Builders,"$4,055,154"
C-882665,09/25/2010,Universal Contractors,"$2,529,217"
C-763157,07/19/2014,Bajos LLC,"$5,787,240"
C-423111,01/01/2010,Universal Contractors,"$2,328,015"
C-992247,01/01/2012,Servicios Unidos,"$5,789,259"
C-990392,"May 17, 2019",Servicios Unidos,"$4,112,159"
C-141958,02/28/2015,Construcciones PR,"$9,165,686"
C-018177,09/14/2014,Universal Contractors,"$5,342,613"
C-201556,08/09/2018,Servicios Unidos,"$3,915,893"
C-049345,05/03/2017,Island Builders,"$2,212,063"
C-664596,"Mar 10, 2017",Island Builders,"$6,206,685"
C-066879,"Jan 14, 2019",Universal Contractors,"$2,961,145"
C-439288,08/08/2010,Bajos LLC,"$7,583,679"
C-042562,09/11/2013,Island Builders,"$2,208,331"
C-907118,"Jun 22, 2019",Servicios Unidos,"$7,676,175"
C-445744,2013-05-18,Tech Solutions,"$7,747,231"
C-445987,"Jan 23, 2019",Acme Corp,"$8,190,733"
C-922117,"Sep 04, 2012",Marina Holdings,"$1,683,064"
C-760635,"Aug 05, 2019",Marina Holdings,"$8,545,769"
C-027798,07/13/2015,Island Builders,"$5,895,603"
C-961032,"May 13, 2017",Tech Solutions,"$12,863"
C-887142,"Nov 01, 2012",Servicios Unidos,"$1,353,318"
C-174288,"Dec 07, 2018",Island Builders,"$983,760"
C-037762,2010-10-07,Bajos LLC,"$7,117,913"
C-274290,10/24/2017,Marina Holdings,"$6,436,549"
C-737798,2014-10-07,Island Builders,"$545,785"
C-863796,12/10/2019,Servicios Unidos,"$248,397"
C-240778,05/18/2015,Acme Corp,"$7,106,729"
C-638457,"Apr 30, 2010",Global Supply,"$6,707,413"
C-713560,"Nov 27, 2018",Servicios Unidos,"$7,754,668"
C-187774,2017-04-25,Global Supply,"$8,354,184"
C-349405,2019-10-18,Acme Corp,"$6,721,394"
C-321699,"Jun 21, 2013",Acme Corp,"$8,728,253"
C-777856,10/09/2013,Marina Holdings,"$499,097"
C-482091,2018-08-01,Marina Holdings,"$5,269,966"
C-288644,2018-08-07,Island Builders,"$828,928"
C-051818,"Apr 25, 2016",Tech Solutions,"$8,358,656"
C-153923,2013-08-22,Tech Solutions,"$5,829,179"
C-241253,03/06/2016,Universal Contractors,"$285,566"
C-751229,03/20/2010,Global Supply,"$6,099,759"
C-568755,11/21/2010,Construcciones PR,"$8,738,029"
C-617358,08/11/2014,Global Supply,"$2,655,218"
C-483018,"May 27, 2016",Tech Solutions,"$1,040,892"
C-453934,"Sep 17, 2010",Servicios Unidos,"$113,457"
C-365926,05/31/2018,Global Supply,"$8,728,470"
C-823115,2017-04-18,Tech Solutions,"$256,564"
C-157052,"Jan 07, 2014",Construcciones PR,"$1,991,527"
C-584154,2019-12-01,Universal Contractors,"$129,098"
C-125931,2018-06-21,Construcciones PR,"$6,233,628"
C-965463,08/28/2019,Marina Holdings,"$6,014,657"
C-682483,05/27/2011,Acme Corp,"$6,539,555"
C-579241,2013-01-13,Tech Solutions,"$3,480,912"
C-286521,08/14/2010,Tech Solutions,"$5,682,983"
C-963328,2014-11-09,Tech Solutions,"$2,951,733"
C-098538,2014-02-09,Island Builders,"$9,533,010"
C-486442,2014-09-03,Global Supply,"$5,208,034"
C-384099,2013-07-21,Marina Holdings,"$4,212,518"
C-585985,2015-03-10,Acme Corp,"$3,337,775"
C-819473,2016-11-29,Universal Contractors,"$3,465,430"
C-292165,2017-08-29,Marina Holdings,"$3,779,687"
C-293270,10/31/2019,Acme Corp,"$1,501,303"
C-269212,2018-05-31,Island Builders,"$9,108,103"
C-073393,2017-02-15,Servicios Unidos,"$2,808,507"
C-246112,2018-11-15,Marina Holdings,"$9,549,956"
C-130922,"May 07, 2014",Global Supply,"$2,744,726"
C-360615,2016-07-06,Tech Solutions,"$4,266,593"
C-518991,12/16/2015,Acme Corp,"$7,709,577"
C-780788,2019-08-16,Acme Corp,"$9,823,351"
C-695844,02/11/2018,Island Builders,"$9,116,694"
C-388882,01/09/2012,Universal Contractors,"$6,751,323"
C-121813,08/05/2015,Acme Corp,"$2,547,832"
C-062294,"Aug 07, 2019",Tech Solutions,"$6,413,078"
C-696442,2015-04-24,Acme Corp,"$5,237,146"
C-057995,2013-06-26,Servicios Unidos,"$3,517,418"
C-017312,2015-08-08,Universal Contractors,"$6,517,189"
C-576026,2014-01-28,Tech Solutions,"$3,670,729"
C-461100,01/14/2018,Bajos LLC,"$6,919,731"
C-339508,"Aug 31, 2017",Bajos LLC,"$175,299"
C-165101,"Aug 24, 2013",Construcciones PR,"$9,746,536"
C-236275,01/21/2010,Tech Solutions,"$7,952,842"
C-288277,"Jan 11, 2010",Island Builders,"$4,713,561"
C-371741,04/28/2013,Construcciones PR,"$8,456,832"
C-757050,04/15/2010,Servicios Unidos,"$9,134,935"
C-417069,2014-10-11,Universal Contractors,"$3,092,413"
C-081289,"Mar 22, 2013",Construcciones PR,"$1,508,743"
C-302338,2012-08-27,Servicios Unidos,"$8,953,955"
C-277200,"May 27, 2014",Tech Solutions,"$7,673,711"
C-181314,"Jan 06, 2017",Construcciones PR,"$3,518,737"
C-424937,2017-08-14,Tech Solutions,"$2,579,105"
C-093085,2016-07-22,Island Builders,"$8,670,049"
C-484110,"Jul 11, 2016",Island Builders,"$1,639,174"
C-657519,"Oct 09, 2012",Acme Corp,"$7,188,714"
C-505248,"Jan 19, 2018",Marina Holdings,"$2,625,428"
C-629639,08/08/2013,Bajos LLC,"$6,518,568"
C-969640,"Jun 11, 2015",Global Supply,"$761,657"
C-965301,"Jan 01, 2013",Tech Solutions,"$9,565,729"
C-179750,"Sep 23, 2012",Global Supply,"$6,548,299"
C-048182,03/05/2012,Construcciones PR,"$8,551,159"
C-156915,"May 14, 2015",Universal Contractors,"$4,280,406"
C-944860,05/30/2012,Servicios Unidos,"$1,612,736"
C-305350,2015-10-12,Tech Solutions,"$7,493,913"
C-465627,"Feb 03, 2014",Global Supply,"$6,312,277"
C-820725,2017-11-09,Construcciones PR,"$4,869,336"
C-124934,07/02/2014,Island Builders,"$6,782,087"
C-758177,"Jul 02, 2016",Global Supply,"$6,929,538"
C-001219,03/06/2010,Tech Solutions,"$7,221,180"
C-841386,"Mar 11, 2016",Tech Solutions,"$1,856,581"
C-763530,"Jun 04, 2013",Island Builders,"$6,130,720"
C-950329,2012-06-16,Tech Solutions,"$4,798,365"
C-241931,01/18/2018,Servicios Unidos,"$167,373"
C-236324,05/04/2012,Global Supply,"$4,838,309"
C-746032,"Jun 20, 2013",Global Supply,"$3,413,129"
C-016394,2019-05-22,Bajos LLC,"$863,543"
C-923443,2011-07-07,Marina Holdings,"$2,139,746"
C-747642,"Nov 06, 2014",Acme Corp,"$7,991,783"
C-030553,"Mar 25, 2015",Tech Solutions,"$4,907,590"
C-416249,"Apr 21, 2017",Universal Contractors,"$9,083,195"
C-986687,11/22/2011,Global Supply,"$7,508,036"
C-433263,"Aug 17, 2011",Marina Holdings,"$4,441,319"
C-723111,2010-05-06,Acme Corp,"$9,461,385"
C-565632,2014-03-02,Acme Corp,"$2,450,320"
C-283010,2010-01-03,Acme Corp,"$2,733,119"
C-401313,"Sep 03, 2019",Global Supply,"$5,608,322"
C-573451,2010-08-11,Universal Contractors,"$8,575,355"
C-327738,07/06/2015,Bajos LLC,"$3,290,924"
C-583425,2016-07-03,Bajos LLC,"$5,535,787"
C-571713,2016-07-19,Tech Solutions,"$3,841,464"
C-038807,2019-07-11,Bajos LLC,"$5,409,717"
C-907845,05/09/2017,Marina Holdings,"$9,953,609"
C-485889,"Oct 27, 2019",Servicios Unidos,"$2,358,047"
C-920625,02/07/2014,Island Builders,"$5,374,669"
C-302273,"Nov 30, 2012",Servicios Unidos,"$1,962,661"
C-892765,"Jan 09, 2016",Servicios Unidos,"$7,792,519"
C-778129,"Jul 21, 2012",Acme Corp,"$1,501,721"
C-161856,"Jul 01, 2015",Construcciones PR,"$2,086,848"
C-963066,2019-07-28,Tech Solutions,"$7,276,961"
C-599143,2016-06-17,Servicios Unidos,"$2,678,287"
C-654161,"Feb 01, 2014",Marina Holdings,"$7,916,888"
C-081268,2010-09-16,Bajos LLC,"$7,962,933"
C-907773,2014-04-27,Marina Holdings,"$7,267,988"
C-648481,08/31/2013,Acme Corp,"$7,657,609"
C-362855,2012-05-02,Tech Solutions,"$5,197,652"
C-924145,2018-01-22,Construcciones PR,"$8,166,554"
C-340849,"Jun 12, 2015",Marina Holdings,"$8,508,893"
C-021699,"Sep 26, 2018",Global Supply,"$3,400,041"
C-017570,2016-09-10,Universal Contractors,"$2,844,287"
C-593287,2017-02-12,Global Supply,"$3,995,242"
C-266368,"Nov 25, 2018",Tech Solutions,"$9,466,921"
C-368437,"Apr 13, 2014",Construcciones PR,"$781,391"
C-949700,2014-02-05,Island Builders,"$4,265,072"
C-912884,"Jan 21, 2010",Universal Contractors,"$7,636,165"
C-860806,"Oct 31, 2010",Universal Contractors,"$542,260"
C-741802,"Feb 22, 2015",Global Supply,"$9,706,108"
C-003449,"Sep 11, 2019",Construcciones PR,"$4,704,683"
C-801954,01/19/2019,Marina Holdings,"$8,131,857"
C-495628,"Sep 28, 2013",Servicios Unidos,"$4,946,269"
C-484977,01/06/2010,Bajos LLC,"$6,044,740"
C-590496,08/30/2011,Acme Corp,"$921,463"
C-496453,"Feb 04, 2013",Universal Contractors,"$912,257"
C-201554,04/07/2013,Servicios Unidos,"$2,342,735"
C-662984,03/04/2016,Construcciones PR,"$9,184,548"
C-627702,09/13/2019,Servicios Unidos,"$6,720,744"
C-082276,2011-03-03,Acme Corp,"$6,798,163"
C-564797,07/26/2014,Bajos LLC,"$6,315,324"
C-153681,04/27/2010,Universal Contractors,"$1,534,623"
C-174202,2011-08-25,Acme Corp,"$3,553,257"
C-221287,"Jan 22, 2013",Tech Solutions,"$7,660,598"
C-014517,"Feb 26, 2013",Servicios Unidos,"$7,430,198"
C-472398,01/09/2013,Marina Holdings,"$841,674"
C-895801,2013-11-23,Servicios Unidos,"$8,025,151"
C-018151,09/01/2016,Universal Contractors,"$4,353,178"
C-083821,"Jun 11, 2018",Construcciones PR,"$4,081,749"
C-160534,2010-09-10,Island Builders,"$4,177,379"
C-040569,03/10/2016,Marina Holdings,"$9,389,899"
C-524987,"Jul 08, 2018",Global Supply,"$8,155,856"
C-057821,2017-01-25,Bajos LLC,"$4,142,401"
C-060211,2016-08-01,Universal Contractors,"$6,319,254"
C-465497,06/26/2013,Marina Holdings,"$3,455,394"
C-882476,10/23/2012,Servicios Unidos,"$7,995,306"
C-970425,2019-11-18,Servicios Unidos,"$7,243,887"
C-562472,05/04/2019,Tech Solutions,"$1,951,128"
C-232919,01/05/2010,Tech Solutions,"$245,985"
C-526066,"Apr 27, 2018",Construcciones PR,"$7,649,490"
C-762811,03/17/2012,Servicios Unidos,"$2,441,980"
C-406794,12/23/2010,Acme Corp,"$1,209,842"
C-555606,2017-11-30,Tech Solutions,"$1,060,104"
C-153878,"Jul 26, 2010",Island Builders,"$3,550,899"
C-324723,"Oct 08, 2016",Global Supply,"$835,059"
C-052243,"Jun 13, 2014",Island Builders,"$7,131,550"
C-270902,"Aug 25, 2011",Island Builders,"$8,673,755"
C-397957,07/19/2017,Island Builders,"$4,097,827"
C-374604,"May 11, 2017",Construcciones PR,"$3,771,413"
C-553079,2012-04-19,Acme Corp,"$2,790,736"
C-449231,04/29/2015,Marina Holdings,"$7,948,538"
C-668885,"Nov 18, 2013",Bajos LLC,"$2,544,885"
C-922821,12/24/2011,Construcciones PR,"$4,492,462"
C-560005,"Feb 06, 2017",Marina Holdings,"$6,018,071"
C-712129,2018-06-19,Servicios Unidos,"$497,821"
C-321419,2015-02-23,Construcciones PR,"$2,505,640"
C-072884,06/25/2012,Servicios Unidos,"$7,079,428"
C-180029,2016-03-15,Acme Corp,"$8,798,077"
C-430002,"Dec 26, 2018",Acme Corp,"$6,688,636"
C-915437,2015-06-14,Tech Solutions,"$1,638,661"
C-157387,05/15/2013,Universal Contractors,"$4,419,930"
C-414871,2013-07-24,Global Supply,"$3,122,478"
C-027954,04/23/2016,Marina Holdings,"$1,060,185"
C-844165,03/07/2010,Marina Holdings,"$1,637,476"
C-296937,09/24/2011,Universal Contractors,"$1,363,710"
C-759542,2015-01-12,Universal Contractors,"$855,218"
C-094124,2015-09-27,Tech Solutions,"$8,216,579"
C-020022,2013-01-18,Construcciones PR,"$8,485,431"
C-288466,2010-06-26,Servicios Unidos,"$2,742,365"
C-145963,07/24/2010,Universal Contractors,"$9,550,837"
C-148757,01/15/2019,Island Builders,"$1,258,061"
C-376484,11/09/2015,Island Builders,"$6,656,738"
C-363908,11/09/2013,Marina Holdings,"$4,032,904"
C-702307,2019-11-21,Construcciones PR,"$7,692,531"
C-436789,08/25/2011,Bajos LLC,"$456,229"
C-063267,2011-09-12,Construcciones PR,"$8,112,030"
C-384751,"Dec 20, 2019",Construcciones PR,"$3,650,810"
C-051757,2010-08-12,Servicios Unidos,"$1,775,773"
C-183485,07/15/2010,Construcciones PR,"$7,801,615"
C-766630,06/06/2017,Universal Contractors,"$496,362"
C-919109,"Feb 06, 2013",Construcciones PR,"$104,498"
C-533557,"Sep 02, 2018",Universal Contractors,"$9,237,663"
C-978796,2013-01-02,Construcciones PR,"$2,139,618"
C-162283,"Jun 20, 2015",Servicios Unidos,"$5,585,298"
C-334281,"Feb 20, 2016",Island Builders,"$4,029,346"
C-327537,"Feb 05, 2012",Servicios Unidos,"$2,427,224"
C-964959,02/11/2013,Acme Corp,"$9,474,961"
C-252012,"Jul 31, 2017",Bajos LLC,"$7,918,190"
C-954537,01/15/2017,Marina Holdings,"$5,094,447"
C-525935,"Nov 03, 2010",Universal Contractors,"$335,676"
C-295364,12/06/2018,Tech Solutions,"$5,737,729"
C-042182,2011-12-06,Servicios Unidos,"$6,000,198"
C-955121,2018-12-20,Marina Holdings,"$3,512,961"
C-021080,"Aug 11, 2016",Tech Solutions,"$8,348,484"
C-079352,"Oct 20, 2014",Marina Holdings,"$5,729,299"
C-672911,"Mar 02, 2011",Servicios Unidos,"$8,408,910"
C-785970,"Aug 09, 2013",Island Builders,"$4,708,607"
C-503402,01/15/2012,Global Supply,"$136,018"
C-821340,"Sep 24, 2010",Servicios Unidos,"$5,153,314"
C-988152,"Jul 14, 2010",Island Builders,"$4,863,238"
C-918358,2016-09-04,Global Supply,"$9,439,991"
C-591270,"Oct 13, 2014",Bajos LLC,"$2,663,091"
C-042964,2012-10-08,Bajos LLC,"$2,797,227"
C-492592,2015-07-27,Global Supply,"$9,623,566"
C-839940,2012-10-01,Servicios Unidos,"$249,701"
C-601375,2013-04-16,Global Supply,"$5,286,865"
C-685437,2019-01-02,Servicios Unidos,"$3,357,643"
C-920077,06/20/2011,Construcciones PR,"$9,557,546"
C-121536,2012-07-24,Marina Holdings,"$3,486,789"
C-914869,2017-02-02,Construcciones PR,"$9,044,752"
C-611269,"Nov 29, 2015",Universal Contractors,"$9,962,720"
C-027636,03/12/2011,Tech Solutions,"$1,475,753"
C-879672,2015-12-17,Tech Solutions,"$2,412,077"
C-910631,"Mar 09, 2016",Global Supply,"$1,826,064"
C-075230,2018-07-23,Island Builders,"$6,061,912"
C-635628,2011-03-12,Tech Solutions,"$2,957,058"
C-792069,2016-09-06,Tech Solutions,"$4,098,132"
C-939656,2018-08-05,Island Builders,"$1,720,142"
C-746622,06/23/2010,Marina Holdings,"$7,280,888"
C-836882,"Jun 26, 2014",Acme Corp,"$6,466,797"
C-552741,04/28/2015,Bajos LLC,"$254,101"
C-313653,2019-01-30,Servicios Unidos,"$5,519,451"
C-181841,2019-10-26,Global Supply,"$2,875,078"
C-303558,"Apr 21, 2013",Global Supply,"$8,628,881"
C-878914,12/18/2010,Bajos LLC,"$3,868,022"
C-481734,"Mar 10, 2018",Construcciones PR,"$1,361,750"
C-339328,2016-04-22,Bajos LLC,"$6,165,319"
C-160605,05/22/2010,Acme Corp,"$713,717"
C-227318,2018-03-27,Bajos LLC,"$5,377,918"
C-100685,02/21/2012,Construcciones PR,"$911,252"
C-972915,"Dec 03, 2014",Acme Corp,"$2,453,136"
C-308683,2010-08-19,Universal Contractors,"$9,651,760"
C-007477,"May 28, 2011",Bajos LLC,"$1,077,936"
C-707755,07/20/2019,Universal Contractors,"$4,906,532"
C-713980,05/09/2012,Construcciones PR,"$9,272,506"
C-311567,2015-12-24,Bajos LLC,"$7,264,476"
C-393924,08/18/2019,Bajos LLC,"$2,765,271"
C-189026,2011-11-18,Tech Solutions,"$2,331,821"
C-692250,"May 22, 2011",Island Builders,"$979,521"
C-056136,2014-08-03,Global Supply,"$8,269,242"
C-261481,"May 23, 2016",Servicios Unidos,"$5,194,104"
C-466163,"Apr 06, 2013",Global Supply,"$8,247,692"
C-546484,08/23/2014,Marina Holdings,"$5,412,220"
C-683751,2011-03-26,Servicios Unidos,"$8,482,733"
C-662252,2014-10-02,Universal Contractors,"$3,221,301"
C-839977,2010-10-14,Global Supply,"$524,355"
C-458018,"Oct 10, 2017",Acme Corp,"$2,425,430"
C-387947,02/10/2019,Construcciones PR,"$1,991,586"
C-577861,04/10/2013,Servicios Unidos,"$441,821"
C-682696,01/27/2018,Global Supply,"$6,231,445"
C-401385,"Jun 24, 2012",Servicios Unidos,"$9,134,009"
C-193248,"Oct 16, 2019",Marina Holdings,"$6,758,004"
C-864681,"Sep 17, 2011",Acme Corp,"$2,048,236"
C-525715,12/22/2012,Universal Contractors,"$9,605,526"
C-500638,2016-09-15,Universal Contractors,"$5,979,229"
C-615030,06/13/2013,Global Supply,"$4,402,304"
C-592599,"Nov 27, 2017",Global Supply,"$7,922,847"
C-359410,2011-07-31,Global Supply,"$7,000,453"
C-295781,2010-01-16,Tech Solutions,"$1,594,486"
C-042725,"Jan 22, 2015",Global Supply,"$3,642,864"
C-179630,"Aug 26, 2015",Servicios Unidos,"$8,128,159"
C-639739,2018-03-09,Tech Solutions,"$2,791,238"
C-104553,2017-08-12,Construcciones PR,"$9,943,646"
C-229429,04/11/2017,Marina Holdings,"$2,743,079"
C-991701,2015-02-25,Universal Contractors,"$8,523,471"
C-130053,03/08/2010,Marina Holdings,"$7,036,175"
C-648428,09/14/2015,Marina Holdings,"$9,870,379"
