contract_number,Date Signed,Vendor Name,Award Amount
C-089821,05/09/2016,Island Builders,"$998,850"
C-891814,2019-02-06,Servicios Unidos,"$4,500,023"
C-555403,12/23/2014,Marina Holdings,"$5,361,847"
C-746492,"Dec 31, 2010",Bajos LLC,"$949,550"
C-793413,2018-04-03,Universal Contractors,"$2,050,670"
C-204740,2014-11-13,Island Builders,"$7,069,809"
C-913500,"Oct 02, 2013",Universal Contractors,"$9,887,322"
C-912474,09/11/2017,Global Supply,"$1,788,141"
C-968390,2011-10-12,Bajos LLC,"$712,800"
C-413654,08/31/2015,Construcciones PR,"$4,541,972"
C-398133,2018-09-19,Bajos LLC,"$809,421"
C-787398,"Apr 02, 2013",Global Supply,"$6,853,600"
C-775358,2014-09-23,Island Builders,"$4,524,467"
C-363053,2010-06-21,Tech Solutions,"$5,157,116"
C-608230,"Apr 14, 2011",Servicios Unidos,"$8,533,685"
C-327457,"May 13, 2013",Construcciones PR,"$6,333,518"
C-965859,"Apr 21, 2019",Tech Solutions,"$2,828,206"
C-059201,04/02/2017,Marina Holdings,"$8,679,784"
C-945867,11/16/2014,Servicios Unidos,"$3,605,690"
C-954829,03/10/2014,Bajos LLC,"$8,698,567"
C-025146,2016-12-24,Construcciones PR,"$9,826,602"
C-256457,"Nov 21, 2016",Servicios Unidos,"$9,057,316"
C-896991,05/09/2013,Global Supply,"$9,340,497"
C-231517,"Jan 17, 2017",Construcciones PR,"$4,443,820"
C-928535,"Dec 29, 2019",Construcciones PR,"$2,075,924"
C-169982,2010-01-07,Universal Contractors,"$229,708"
C-910261,2016-12-28,Universal Contractors,"$725,290"
C-960812,10/10/2010,Island Builders,"$2,476,018"
C-278659,"Sep 16, 2010",Servicios Unidos,"$2,270,936"
C-865813,"Jul 11, 2016",Bajos LLC,"$6,393,610"
C-324049,2015-12-13,Marina Holdings,"$9,390,377"
C-866077,2016-06-11,Global Supply,"$5,994,622"
C-891289,"Oct 11, 2017",Construcciones PR,"$2,200,413"
C-192846,2018-12-11,Island Builders,"$687,435"
C-886026,01/18/2017,Island Builders,"$5,722,331"
C-070051,"Jul 13, 2014",Construcciones PR,"$9,300,144"
C-779319,01/10/2014,Construcciones PR,"$1,673,312"
C-734009,2018-11-23,Global Supply,"$3,619,670"
C-543600,2019-08-17,Global Supply,"$195,622"
C-199853,06/06/2014,Servicios Unidos,"$9,732,303"
C-295136,2012-07-14,Servicios Unidos,"$7,915,294"
C-977902,2015-02-06,Marina Holdings,"$4,328,071"
C-307366,2010-05-21,Tech Solutions,"$7,916,881"
C-879142,"Mar 13, 2011",Island Builders,"$8,743,307"
C-771134,2017-12-30,Marina Holdings,"$4,555,041"
C-639783,2019-01-07,Marina Holdings,"$7,863,619"
C-628592,"Sep 20, 2018",Tech Solutions,"$3,124,378"
C-123289,2010-12-07,Servicios Unidos,"$4,349,371"
C-620254,2018-04-28,Marina Holdings,"$7,255,875"
C-059706,2019-01-24,Universal Contractors,"$1,757,982"
C-482619,2013-03-03,Tech Solutions,"$6,134,216"
C-601678,2019-02-19,Universal Contractors,"$1,311,553"
C-197682,12/29/2016,Tech Solutions,"$4,156,887"
C-964798,"May 07, 2012",Global Supply,"$1,371,200"
C-346136,"Jul 26, 2013",Tech Solutions,"$5,236,356"
C-329652,2017-03-24,Marina Holdings,"$1,487,867"
C-795873,"Jun 27, 2014",Marina Holdings,"$9,406,660"
C-219841,03/01/2018,Bajos LLC,"$4,275,863"
C-778667,"Apr 08, 2012",Universal Contractors,"$1,013,395"
C-092131,02/12/2013,Servicios Unidos,"$8,664,504"
C-460242,11/19/2014,Island Builders,"$9,100,166"
C-481539,2016-03-01,Tech Solutions,"$5,037,065"
C-516541,2018-11-03,Tech Solutions,"$9,866,186"
C-423433,2012-07-22,Bajos LLC,"$2,935,236"
C-193737,2018-07-31,Island Builders,"$4,835,942"
C-287721,2014-09-23,Universal Contractors,"$1,692,755"
C-869240,2018-12-16,Island Builders,"$6,905,593"
C-205046,"Jan 01, 2016",Tech Solutions,"$4,976,146"
C-818573,2017-09-11,Marina Holdings,"$9,014,136"
C-309587,12/06/2015,Global Supply,"$490,722"
C-933269,"Dec 31, 2013",Universal Contractors,"$3,709,323"
C-396816,07/10/2010,Construcciones PR,"$8,555,651"
C-702830,"Dec 08, 2018",Servicios Unidos,"$1,099,393"
C-318814,"Apr 20, 2012",Global Supply,"$3,449,206"
C-421848,"Nov 10, 2018",Construcciones PR,"$825,977"
C-894842,"Mar 12, 2010",Global Supply,"$2,742,449"
C-590330,01/04/2011,Servicios Unidos,"$8,533,230"
C-760521,06/23/2016,Servicios Unidos,"$1,573,508"
C-681172,"Jan 27, 2015",Global Supply,"$5,319,706"
C-342740,2014-06-21,Construcciones PR,"$8,432,327"
C-375667,05/22/2019,Construcciones PR,"$3,336,856"
C-015150,05/02/2012,Island Builders,"$8,393,316"
C-529557,"Oct 09, 2017",Construcciones PR,"$8,090,335"
C-303572,11/03/2010,Universal Contractors,"$9,612,219"
C-478787,2014-07-17,Acme Corp,"$610,854"
C-534429,"Jun 01, 2010",Island Builders,"$1,522,515"
C-883447,"Sep 19, 2019",Universal Contractors,"$3,753,598"
C-976157,2017-03-24,Servicios Unidos,"$8,944,719"
C-342948,"Nov 26, 2018",Servicios Unidos,"$6,118,380"
C-628447,"Nov 30, 2018",Tech Solutions,"$8,121,140"
C-905183,2017-12-30,Global Supply,"$1,565,625"
C-492108,2011-01-02,Bajos LLC,"$8,927,508"
C-668397,"Jan 12, 2016",Tech Solutions,"$9,848,977"
C-871637,2017-07-15,Acme Corp,"$7,263,071"
C-728405,04/21/2015,Bajos LLC,"$7,249,991"
C-218700,05/10/2015,Global Supply,"$8,304,053"
C-533594,"Jun 08, 2016",Island Builders,"$8,752,596"
C-781984,11/13/2011,Universal Contractors,"$6,602,963"
C-854384,"Jul 16, 2011",Servicios Unidos,"$6,300,440"
C-580947,11/04/2014,Servicios Unidos,"$3,433,590"
C-158584,01/15/2018,Servicios Unidos,"$844,066"
C-366922,"Sep 27, 2017",Island Builders,"$4,333,149"
C-709818,2017-04-23,Universal Contractors,"$8,843,857"
C-401261,"Nov 19, 2017",Marina Holdings,"$3,678,581"
C-233388,2010-09-06,Marina Holdings,"$8,118,062"
C-009363,07/08/2012,Marina Holdings,"$4,034,838"
C-127228,06/17/2011,Acme Corp,"$6,362,236"
C-588515,"Jun 23, 2016",Tech Solutions,"$8,393,706"
C-785012,2015-02-07,Universal Contractors,"$1,143,959"
C-651711,06/14/2014,Marina Holdings,"$6,742,503"
C-318551,"Jul 31, 2017",Servicios Unidos,"$1,403,623"
C-710953,"Apr 06, 2017",Global Supply,"$6,958,322"
C-755749,2015-01-28,Island Builders,"$1,227,021"
C-236378,"Jan 01, 2012",Bajos LLC,"$8,757,141"
C-777798,09/15/2010,Construcciones PR,"$597,546"
C-395525,"Oct 29, 2015",Tech Solutions,"$93,655"
C-412063,2010-10-25,Island Builders,"$6,807,892"
C-889855,2013-04-03,Universal Contractors,"$5,679,915"
C-510511,2013-05-30,Global Supply,"$9,397,566"
C-926595,2015-08-18,Acme Corp,"$867,363"
C-800222,05/20/2019,Universal Contractors,"$9,585,961"
C-944935,04/01/2014,Servicios Unidos,"$5,471,461"
C-665151,"Nov 18, 2013",Bajos LLC,"$6,238,367"
C-345987,12/31/2014,Tech Solutions,"$3,873,587"
C-662027,2012-08-11,Servicios Unidos,"$5,478,922"
C-112768,04/17/2015,Tech Solutions,"$2,511,836"
C-090106,2010-07-28,Island Builders,"$4,986,928"
C-238507,11/05/2016,Construcciones PR,"$2,086,042"
C-392529,2017-08-25,Universal Contractors,"$5,593,686"
C-589879,"Sep 26, 2016",Servicios Unidos,"$8,320,268"
C-935738,2018-10-28,Tech Solutions,"$5,061,207"
C-967419,"May 13, 2015",Marina Holdings,"$7,280,343"
C-464036,"Jun 08, 2012",Tech Solutions,"$9,362,838"
C-506638,"Jul 08, 2019",Global Supply,"$7,566,251"
C-925269,2013-06-22,Marina Holdings,"$6,611,018"
C-837597,04/14/2011,Tech Solutions,"$3,379,107"
C-923603,03/03/2013,Bajos LLC,"$7,206,344"
C-936776,2010-02-10,Servicios Unidos,"$2,268,290"
C-524542,2010-10-30,Acme Corp,"$7,760,876"
C-226071,"Jul 07, 2015",Marina Holdings,"$3,290,078"
C-345679,12/21/2015,Construcciones PR,"$631,938"
C-084431,2017-01-17,Global Supply,"$6,073,928"
C-528677,"Nov 05, 2017",Servicios Unidos,"$5,164,349"
C-893295,2017-04-11,Marina Holdings,"$9,374,042"
C-335862,08/15/2017,Acme Corp,"$3,787,199"
C-791192,2018-09-24,Bajos LLC,"$9,855,085"
C-016646,12/03/2011,Construcciones PR,"$1,369,194"
C-905618,2014-11-20,Island Builders,"$7,734,922"
C-147618,"Oct 17, 2010",Global Supply,"$7,391,589"
C-873002,"May 23, 2018",Construcciones PR,"$8,110,378"
C-560473,07/27/2017,Tech Solutions,"$9,095,613"
C-897771,03/05/2011,Servicios Unidos,"$6,218,184"
C-314427,2013-09-11,Tech Solutions,"$8,776,274"
C-679981,05/30/2016,Tech Solutions,"$1,275,821"
C-481175,04/02/2019,Acme Corp,"$1,093,214"
C-841793,"Nov 26, 2011",Bajos LLC,"$4,278,012"
C-723276,02/02/2018,Construcciones PR,"$3,599,943"
C-361644,03/11/2010,Universal Contractors,"$5,575,693"
C-852957,"Mar 22, 2012",Servicios Unidos,"$5,493,520"
C-652449,2014-07-01,Servicios Unidos,"$913,205"
C-577029,2017-09-21,Acme Corp,"$965,060"
C-536337,06/04/2011,Acme Corp,"$2,375,532"
C-285594,2017-08-07,Marina Holdings,"$4,968,511"
C-492152,"Jan 14, 2014",Marina Holdings,"$9,327,283"
C-182991,"Jun 24, 2017",Bajos LLC,"$976,990"
C-574565,"Jul 15, 2018",Universal Contractors,"$1,067,675"
C-133499,2013-08-13,Marina Holdings,"$4,517,695"
C-566771,05/18/2011,Servicios Unidos,"$7,899,555"
C-549747,06/19/2013,Tech Solutions,"$5,193,611"
C-348219,02/22/2011,Island Builders,"$2,332,283"
C-179077,2018-08-11,Bajos LLC,"$9,696,832"
C-488385,2011-10-30,Global Supply,"$9,309,970"
C-029231,03/14/2012,Island Builders,"$7,329,046"
C-439952,10/03/2016,Universal Contractors,"$349,248"
C-467384,"May 28, 2019",Global Supply,"$6,277,975"
C-283587,"Aug 01, 2018",Global Supply,"$439,136"
C-728060,2014-03-24,Construcciones PR,"$3,100,396"
C-648719,03/08/2016,Global Supply,"$9,918,839"
C-368680,2019-05-19,Global Supply,"$5,831,840"
C-576642,"Aug 04, 2018",Bajos LLC,"$4,681,079"
C-653233,03/06/2016,Marina Holdings,"$566,245"
C-392978,05/02/2019,Marina Holdings,"$7,680,686"
C-553069,07/04/2012,Servicios Unidos,"$3,722,646"
C-704421,2015-08-21,Marina Holdings,"$8,624,712"
C-668807,"Jan 30, 2010",Construcciones PR,"$9,672,223"
C-437251,11/19/2016,Marina Holdings,"$3,106,426"
C-398103,11/24/2014,Servicios Unidos,"$2,541,904"
C-781915,10/01/2011,Global Supply,"$9,922,210"
C-271172,"Apr 10, 2018",Tech Solutions,"$2,283,629"
C-128156,"Oct 30, 2014",Universal Contractors,"$7,984,904"
C-828852,"Jun 17, 2016",Universal Contractors,"$2,587,289"
C-027586,"Apr 18, 2019",Acme Corp,"$2,128,636"
C-492410,2014-12-03,Tech Solutions,"$2,599,130"
C-652246,07/01/2019,Marina Holdings,"$3,992,757"
C-505072,07/30/2013,Construcciones PR,"$1,188,675"
C-483259,"Dec 14, 2018",Universal Contractors,"$3,798,946"
C-266464,2019-04-28,Tech Solutions,"$4,551,362"
C-426716,"Dec 10, 2010",Acme Corp,"$2,578,223"
C-055278,12/16/2017,Acme Corp,"$2,626,596"
C-826346,2017-08-28,Tech Solutions,"$3,527,934"
C-365753,03/22/2013,Construcciones PR,"$9,877,863"
C-792526,09/22/2010,Island Builders,"$6,219,533"
C-694328,2012-07-09,Tech Solutions,"$5,816,668"
C-481079,"Jun 13, 2012",Marina Holdings,"$920,535"
C-235765,"Aug 04, 2010",Bajos LLC,"$7,496,512"
C-865549,09/17/2016,Servicios Unidos,"$5,478,309"
C-951005,08/09/2014,Construcciones PR,"$8,119,169"
C-579409,2015-03-13,Servicios Unidos,"$298,090"
C-459390,2010-01-01,Acme Corp,"$4,421,905"
C-991115,"Jan 31, 2014",Acme Corp,"$4,728,466"
C-766567,2011-12-12,Tech Solutions,"$8,380,678"
C-262883,"Sep 26, 2019",Global Supply,"$9,377,492"
C-452308,02/09/2010,Construcciones PR,"$994,258"
C-273630,2012-07-29,Universal Contractors,"$7,098,277"
C-392165,02/13/2015,Island Builders,"$8,481,292"
C-700179,08/21/2019,Universal Contractors,"$4,327,051"
C-473891,11/15/2017,Marina Holdings,"$4,196,514"
C-849952,2018-07-22,Tech Solutions,"$2,065,281"
C-827884,02/24/2014,Island Builders,"$9,018,276"
C-590217,06/02/2018,Global Supply,"$6,782,176"
C-236714,2013-01-25,Bajos LLC,"$8,213,846"
C-692026,05/17/2012,Universal Contractors,"$6,508,168"
C-266465,2018-10-29,Bajos LLC,"$2,029,385"
C-519897,2019-01-01,Servicios Unidos,"$7,537,533"
C-845866,11/12/2015,Marina Holdings,"$6,385,172"
C-390953,06/28/2010,Tech Solutions,"$2,270,594"
C-899292,"May 09, 2016",Global Supply,"$1,374,363"
C-005420,"Dec 21, 2010",Universal Contractors,"$5,441,741"
C-009777,"Apr 06, 2019",Universal Contractors,"$2,679,674"
C-669831,06/21/2012,Acme Corp,"$3,551,447"
C-688636,2015-12-15,Tech Solutions,"$7,432,016"
C-775291,07/30/2014,Global Supply,"$2,317,527"
C-615515,"Feb 04, 2016",Tech Solutions,"$1,571,355"
C-768655,"Jan 30, 2013",Construcciones PR,"$6,011,693"
C-735637,"Dec 16, 2010",Universal Contractors,"$3,417,235"
C-764005,"Feb 24, 2010",Acme Corp,"$8,009,741"
C-733866,2011-01-30,Acme Corp,"$2,227,188"
C-417037,10/07/2017,Tech Solutions,"$4,424,438"
C-079431,04/30/2014,Bajos LLC,"$8,060,776"
C-140586,"Oct 02, 2016",Acme Corp,"$7,839,780"
C-662585,08/03/2014,Tech Solutions,"$9,045,956"
C-142450,09/14/2019,Bajos LLC,"$5,954,332"
C-300165,"Sep 26, 2011",Marina Holdings,"$1,442,636"
C-087042,2019-11-19,Global Supply,"$7,873,785"
C-480272,2019-06-22,Bajos LLC,"$6,731,362"
C-870571,"Oct 13, 2014",Marina Holdings,"$1,939,165"
C-260894,05/23/2015,Servicios Unidos,"$2,687,827"
C-249223,07/16/2016,Marina Holdings,"$7,721,769"
C-161211,2015-11-28,Universal Contractors,"$880,473"
C-258061,2014-09-04,Construcciones PR,"$5,511,022"
C-832127,2017-12-07,Acme Corp,"$6,293,948"
C-902043,09/20/2015,Marina Holdings,"$45,857"
C-696816,02/08/2015,Global Supply,"$2,725,373"
C-962105,2014-09-02,Island Builders,"$2,806,440"
C-625384,"Feb 02, 2010",Tech Solutions,"$4,604,101"
C-066556,2011-05-09,Global Supply,"$9,105,743"
C-366247,2019-07-31,Bajos LLC,"$4,041,387"
C-074316,"Mar 17, 2011",Bajos LLC,"$1,827,045"
C-935176,2010-08-22,Bajos LLC,"$276,065"
C-726198,01/30/2017,Tech Solutions,"$3,654,194"
C-728693,02/21/2015,Marina Holdings,"$3,929,598"
C-257251,04/16/2012,Bajos LLC,"$3,849,803"
C-341669,2010-05-29,Bajos LLC,"$8,759,674"
C-826248,2011-11-14,Universal Contractors,"$4,467,406"
C-397830,2015-09-07,Island Builders,"$6,193,935"
C-375409,2019-07-21,Universal Contractors,"$151,519"
C-172524,"Oct 31, 2011",Island Builders,"$5,313,601"
C-001496,"Oct 01, 2013",Tech Solutions,"$332,830"
C-394823,02/15/2019,Bajos LLC,"$5,822,422"
C-432661,2015-10-27,Island Builders,"$9,372,397"
C-602901,"Jun 03, 2011",Construcciones PR,"$3,248,974"
C-411508,"Dec 21, 2019",Tech Solutions,"$2,398,866"
C-138823,06/27/2018,Construcciones PR,"$929,165"
C-416707,"Oct 27, 2011",Tech Solutions,"$9,029,572"
C-513381,07/26/2017,Construcciones PR,"$9,907,342"
C-123095,11/24/2011,Bajos LLC,"$1,157,634"
C-791458,2016-07-17,Island Builders,"$5,380,514"
C-172968,2013-01-28,Servicios Unidos,"$3,658,537"
C-515777,2016-02-06,Construcciones PR,"$536,695"
C-470970,"Nov 23, 2013",Bajos LLC,"$8,042,156"
C-427639,12/31/2016,Universal Contractors,"$4,526,784"
C-564922,04/24/2014,Construcciones PR,"$6,501,012"
C-575679,12/27/2018,Servicios Unidos,"$2,510,507"
C-679385,01/12/2018,Universal Contractors,"$680,565"
C-957606,"Apr 17, 2013",Acme Corp,"$3,141,064"
C-868627,2011-07-03,Universal Contractors,"$5,699,707"
C-565195,"Apr 18, 2014",Bajos LLC,"$2,241,112"
C-151312,04/12/2016,Island Builders,"$4,765,157"
C-246683,11/16/2015,Servicios Unidos,"$5,606,436"
C-232061,2010-12-16,Universal Contractors,"$8,874,107"
C-125917,"Sep 22, 2010",Marina Holdings,"$3,715,878"
C-702042,2018-08-13,Universal Contractors,"$8,665,715"
C-927601,2014-02-06,Construcciones PR,"$7,544,680"
C-026059,"Sep 23, 2019",Acme Corp,"$6,203,263"
C-751947,09/20/2015,Tech Solutions,"$8,233,469"
C-821386,01/05/2017,Construcciones PR,"$7,353,454"
C-497496,10/25/2016,Servicios Unidos,"$5,486,393"
C-477486,03/13/2014,Island Builders,"$105,716"
C-438257,03/17/2010,Acme Corp,"$5,352,481"
C-803338,2015-01-26,Servicios Unidos,"$6,931,416"
C-384366,06/28/2017,Universal Contractors,"$2,451,131"
C-147425,2010-02-02,Island Builders,"$1,070,945"
C-699333,09/23/2012,Construcciones PR,"$4,033,383"
C-953421,"Mar 31, 2013",Bajos LLC,"$2,601,054"
C-947001,10/15/2012,Tech Solutions,"$4,280,054"
C-341018,09/16/2011,Construcciones PR,"$8,883,899"
C-077950,"Oct 19, 2019",Marina Holdings,"$4,190,957"
C-935319,"Nov 01, 2019",Universal Contractors,"$3,232,352"
C-209091,04/19/2013,Bajos LLC,"$1,675,909"
C-427498,10/21/2016,Island Builders,"$9,913,360"
C-949310,"Sep 10, 2016",Bajos LLC,"$6,257,921"
C-382664,08/11/2014,Island Builders,"$8,788,522"
C-795743,2019-03-10,Construcciones PR,"$9,050,190"
C-097875,2012-06-21,Global Supply,"$9,959,068"
C-227594,2015-10-01,Island Builders,"$6,541,979"
C-964911,10/07/2019,Bajos LLC,"$7,694,633"
C-709478,"May 28, 2014",Global Supply,"$8,680,758"
C-358073,"Jul 19, 2017",Construcciones PR,"$2,763,191"
C-456372,04/06/2014,Island Builders,"$5,679,648"
C-805012,2011-02-25,Acme Corp,"$4,704,509"
C-672053,2019-02-15,Construcciones PR,"$117,496"
C-872261,04/03/2010,Acme Corp,"$2,838,259"
C-794192,2017-10-19,Bajos LLC,"$3,383,587"
C-913681,"May 09, 2016",Tech Solutions,"$569,284"
C-058968,2015-06-09,Marina Holdings,"$764,626"
C-306362,"May 06, 2013",Universal Contractors,"$344,682"
C-552245,"Mar 03, 2013",Marina Holdings,"$8,355,614"
C-250654,2013-08-10,Marina Holdings,"$1,732,353"
C-341042,"Jul 31, 2012",Bajos LLC,"$9,322,410"
C-104590,2012-11-05,Island Builders,"$5,742,117"
C-458832,"Oct 03, 2019",Universal Contractors,"$6,765,891"
C-717138,2019-07-18,Construcciones PR,"$2,732,761"
C-725355,12/04/2017,Global Supply,"$4,653,809"
C-766457,2017-01-18,Bajos LLC,"$8,939,032"
C-979788,2012-08-13,Island Builders,"$2,085,300"
C-066221,2015-06-09,Island Builders,"$9,322,702"
C-115096,2012-12-03,Acme Corp,"$4,935,692"
C-767273,"Feb 03, 2013",Island Builders,"$8,904,371"
C-583495,"Sep 14, 2013",Acme Corp,"$5,973,886"
C-759254,11/03/2016,Island Builders,"$4,005,548"
C-331761,2016-02-20,Bajos LLC,"$8,898,365"
C-347439,2018-09-10,Servicios Unidos,"$8,716,397"
C-281277,"Mar 17, 2012",Construcciones PR,"$2,468,318"
C-922860,"Nov 23, 2014",Universal Contractors,"$5,711,805"
C-523874,"Sep 20, 2011",Universal Contractors,"$6,702,475"
C-309439,"Dec 28, 2010",Island Builders,"$8,979,392"
C-789308,12/28/2018,Island Builders,"$8,149,063"
C-132715,11/01/2011,Bajos LLC,"$6,940,350"
C-516505,01/30/2017,Global Supply,"$8,093,133"
C-794823,08/07/2012,Universal Contractors,"$365,502"
C-247483,2019-05-02,Universal Contractors,"$4,758,698"
C-495636,"Oct 21, 2013",Island Builders,"$4,166,477"
C-952417,"Jan 06, 2014",Universal Contractors,"$856,042"
C-506233,"Sep 30, 2015",Servicios Unidos,"$247,393"
C-911096,"Jun 09, 2013",Acme Corp,"$3,483,327"
C-385178,2014-03-29,Universal Contractors,"$9,406,913"
C-042962,12/20/2012,Marina Holdings,"$7,631,255"
C-850904,"Oct 11, 2015",Bajos LLC,"$8,943,408"
C-827849,05/07/2014,Tech Solutions,"$1,507,178"
C-656235,06/11/2012,Construcciones PR,"$9,919,450"
C-863234,02/06/2017,Acme Corp,"$8,432,817"
C-344602,"Jun 27, 2012",Marina Holdings,"$1,152,032"
C-404916,"Mar 15, 2015",Island Builders,"$9,467,309"
C-209380,"Nov 05, 2011",Bajos LLC,"$1,856,476"
C-503574,07/20/2013,Marina Holdings,"$3,005,928"
C-549079,12/17/2013,Servicios Unidos,"$6,801,347"
C-372026,01/04/2017,Construcciones PR,"$906,743"
C-146668,"Feb 20, 2018",Servicios Unidos,"$1,054,518"
C-987517,"Jun 02, 2017",Bajos LLC,"$4,708,343"
C-764499,"Aug 14, 2013",Global Supply,"$7,422,035"
C-879093,10/30/2011,Bajos LLC,"$677,191"
C-456690,07/01/2011,Universal Contractors,"$8,716,680"
C-770651,"Feb 16, 2018",Global Supply,"$9,917,325"
C-061005,"Aug 21, 2011",Servicios Unidos,"$9,708,531"
C-621479,2013-07-12,Global Supply,"$3,944,002"
C-402786,"Jun 16, 2018",Servicios Unidos,"$1,072,906"
C-769445,"Jul 22, 2013",Tech Solutions,"$8,553,090"
C-107601,2013-05-18,Island Builders,"$6,597,225"
C-118041,2014-10-22,Bajos LLC,"$2,306,086"
C-303887,2012-05-04,Marina Holdings,"$1,577,772"
C-996961,03/28/2015,Acme Corp,"$6,760,512"
C-112093,10/04/2015,Global Supply,"$4,169,504"
C-125879,2013-09-14,Global Supply,"$7,012,856"
C-341515,2013-09-24,Global Supply,"$1,970,816"
C-745480,2013-07-23,Marina Holdings,"$9,233,965"
C-068484,"Feb 23, 2014",Universal Contractors,"$8,726,068"
C-155138,01/18/2014,Servicios Unidos,"$8,705,134"
C-399950,09/14/2016,Acme Corp,"$6,641,680"
C-750401,"Feb 18, 2013",Bajos LLC,"$2,733,674"
C-550302,11/24/2013,Global Supply,"$6,258,310"
C-233555,04/18/2011,Island Builders,"$4,176,949"
C-874610,2016-10-31,Tech Solutions,"$672,398"
C-308989,07/28/2018,Acme Corp,"$8,239,556"
C-930198,"Dec 21, 2019",Acme Corp,"$5,138,135"
C-459521,"Aug 31, 2018",Acme Corp,"$6,070,537"
C-177859,"Jan 05, 2017",Tech Solutions,"$5,975,835"
C-223535,05/18/2015,Universal Contractors,"$225,246"
C-977274,07/30/2018,Universal Contractors,"$4,921,334"
C-173693,06/18/2017,Acme Corp,"$7,487,447"
C-406738,"Nov 25, 2019",Marina Holdings,"$6,827,151"
C-708884,"Jul 31, 2010",Acme Corp,"$3,455,540"
C-435641,04/30/2016,Universal Contractors,"$5,396,081"
C-791565,"Apr 27, 2012",Construcciones PR,"$5,720,690"
C-458385,2012-08-29,Global Supply,"$4,289,329"
C-968710,"Oct 07, 2015",Servicios Unidos,"$3,452,597"
C-256879,03/30/2010,Construcciones PR,"$407,548"
C-559019,"Sep 20, 2015",Construcciones PR,"$2,139,436"
C-270956,"May 12, 2013",Bajos LLC,"$9,689,421"
C-026073,2013-07-25,Marina Holdings,"$5,906,450"
C-228278,"Sep 08, 2017",Global Supply,"$59,815"
C-387192,2015-04-30,Tech Solutions,"$2,438,888"
C-705214,2019-07-25,Servicios Unidos,"$3,451,425"
C-896693,"Jun 28, 2011",Bajos LLC,"$7,582,982"
C-854746,11/15/2011,Universal Contractors,"$4,136,999"
C-975123,05/03/2012,Marina Holdings,"$1,710,590"
C-795667,01/13/2014,Servicios Unidos,"$964,347"
C-542859,"Dec 26, 2016",Servicios Unidos,"$2,421,389"
C-927528,"Sep 15, 2012",Construcciones PR,"$6,313,023"
C-758217,2018-02-07,Global Supply,"$4,987,318"
C-478236,"Jan 14, 2013",Acme Corp,"$6,424,620"
C-339574,06/28/2019,Bajos LLC,"$4,281,282"
C-452130,"Oct 28, 2011",Island Builders,"$3,510,651"
C-328168,"Jun 24, 2011",Global Supply,"$3,155,815"
C-150254,2016-09-08,Bajos LLC,"$795,233"
C-894861,2012-12-29,Global Supply,"$4,862,162"
C-306438,05/28/2011,Acme Corp,"$2,480,923"
C-564989,09/29/2011,Global Supply,"$9,385,555"
C-908580,2011-11-30,Acme Corp,"$29,558"
C-817227,2013-10-12,Bajos LLC,"$6,083,752"
C-654109,"Aug 17, 2014",Island Builders,"$3,996,408"
C-782330,2010-01-03,Marina Holdings,"$6,446,767"
C-971961,2018-07-24,Universal Contractors,"$485,496"
C-862656,"Oct 05, 2011",Servicios Unidos,"$7,985,878"
C-210865,01/15/2011,Acme Corp,"$9,804,098"
C-550591,08/02/2019,Acme Corp,"$1,692,758"
C-598127,2013-02-20,Island Builders,"$5,384,557"
C-144445,05/08/2013,Tech Solutions,"$3,944,738"
C-548374,"Dec 16, 2013",Island Builders,"$6,849,310"
C-059551,08/13/2012,Global Supply,"$6,981,682"
C-280062,2011-01-26,Marina Holdings,"$2,733,279"
C-932548,"Aug 10, 2018",Construcciones PR,"$6,319,686"
C-622909,"Feb 27, 2011",Construcciones PR,"$158,878"
C-478692,09/02/2011,Global Supply,"$5,847,984"
C-933616,"Feb 18, 2018",Servicios Unidos,"$9,793,077"
C-000719,2014-07-30,Universal Contractors,"$1,219,596"
C-113763,"Aug 28, 2013",Construcciones PR,"$8,682,396"
C-471879,08/18/2015,Universal Contractors,"$4,600,413"
C-964729,09/11/2019,Marina Holdings,"$3,769,285"
C-284153,09/29/2012,Construcciones PR,"$7,860,885"
C-162995,07/24/2010,Island Builders,"$7,606,000"
C-588001,01/16/2011,Island Builders,"$16,765"
C-296227,"Jan 15, 2012",Universal Contractors,"$6,125,794"
C-293054,08/06/2019,Servicios Unidos,"$8,560,139"
C-014280,2017-03-01,Bajos LLC,"$8,842,545"
C-263364,"Jan 23, 2011",Bajos LLC,"$3,032,680"
C-623736,"May 08, 2014",Island Builders,"$7,708,370"
C-950724,2011-09-12,Universal Contractors,"$5,221,800"
C-001557,2019-12-07,Servicios Unidos,"$645,491"
C-770665,08/11/2018,Universal Contractors,"$4,059,800"
C-967157,2017-03-10,Island Builders,"$8,957,023"
C-158935,"Jan 14, 2017",Marina Holdings,"$9,306,419"
C-997942,2014-01-10,Universal Contractors,"$6,861,122"
C-238902,10/14/2014,Acme Corp,"$5,679,329"
C-957135,2011-11-30,Construcciones PR,"$7,068,621"
C-342263,2012-01-18,Tech Solutions,"$4,686,541"
C-215817,"Jul 17, 2018",Acme Corp,"$2,501,304"
C-334307,03/28/2010,Global Supply,"$9,885,864"
C-208593,"Nov 10, 2012",Servicios Unidos,"$5,325,533"
C-308497,2010-10-17,Tech Solutions,"$9,768,534"
C-353831,2015-07-10,Universal Contractors,"$3,185,413"
C-115879,"Jul 13, 2012",Universal Contractors,"$861,739"
